agency_name,date,stock_price
JYP,2022-01-18,45050
JYP,2022-01-19,44000
JYP,2022-01-20,45400
JYP,2022-01-21,44500
JYP,2022-01-24,42050
JYP,2022-01-25,41850
JYP,2022-01-26,40200
JYP,2022-01-27,38350
JYP,2022-01-28,41000
JYP,2022-02-03,42150
JYP,2022-02-04,44250
JYP,2022-02-07,44000
JYP,2022-02-08,44200
JYP,2022-02-09,44500
JYP,2022-02-10,43700
JYP,2022-02-11,42800
JYP,2022-02-14,42650
JYP,2022-02-15,41800
JYP,2022-02-16,44450
JYP,2022-02-17,44350
JYP,2022-02-18,44650
JYP,2022-02-21,47900
JYP,2022-02-22,48500
JYP,2022-02-23,48550
JYP,2022-02-24,47500
JYP,2022-02-25,49250
JYP,2022-02-28,49850
JYP,2022-03-02,51200
JYP,2022-03-03,50600
JYP,2022-03-04,50600
JYP,2022-03-07,50200
JYP,2022-03-08,50000
JYP,2022-03-10,52000
JYP,2022-03-11,53300
JYP,2022-03-14,52800
JYP,2022-03-15,53000
JYP,2022-03-16,53300
JYP,2022-03-17,52400
JYP,2022-03-18,52800
JYP,2022-03-21,51900
JYP,2022-03-22,56300
JYP,2022-03-23,57000
JYP,2022-03-24,57500
JYP,2022-03-25,57200
JYP,2022-03-28,57100
JYP,2022-03-29,57500
JYP,2022-03-30,60800
JYP,2022-03-31,61400
JYP,2022-04-01,62900
JYP,2022-04-04,62400
JYP,2022-04-05,62000
JYP,2022-04-06,62600
JYP,2022-04-07,62600
JYP,2022-04-08,64700
JYP,2022-04-11,64500
JYP,2022-04-12,62500
JYP,2022-04-13,63500
JYP,2022-04-14,62100
JYP,2022-04-15,63400
JYP,2022-04-18,58800
JYP,2022-04-19,60600
JYP,2022-04-20,58900
JYP,2022-04-21,58900
JYP,2022-04-22,57600
JYP,2022-04-25,58600
JYP,2022-04-26,60000
JYP,2022-04-27,60300
JYP,2022-04-28,58900
JYP,2022-04-29,59400
JYP,2022-05-02,59500
JYP,2022-05-03,60100
JYP,2022-05-04,60000
JYP,2022-05-06,59800
JYP,2022-05-09,56200
JYP,2022-05-10,56700
JYP,2022-05-11,56500
JYP,2022-05-12,53900
JYP,2022-05-13,54700
JYP,2022-05-16,56600
JYP,2022-05-17,57000
JYP,2022-05-18,57000
JYP,2022-05-19,54600
JYP,2022-05-20,54400
JYP,2022-05-23,53500
JYP,2022-05-24,52900
JYP,2022-05-25,54100
JYP,2022-05-26,53300
JYP,2022-05-27,54400
JYP,2022-05-30,56600
JYP,2022-05-31,56900
JYP,2022-06-02,55400
JYP,2022-06-03,55300
JYP,2022-06-07,55300
JYP,2022-06-08,58700
JYP,2022-06-09,59400
JYP,2022-06-10,58400
JYP,2022-06-13,56300
JYP,2022-06-14,54700
JYP,2022-06-15,54300
JYP,2022-06-16,54800
JYP,2022-06-17,53800
JYP,2022-06-20,54000
JYP,2022-06-21,53700
JYP,2022-06-22,49000
JYP,2022-06-23,47450
JYP,2022-06-24,51800
JYP,2022-06-27,52100
JYP,2022-06-28,50600
JYP,2022-06-29,49200
JYP,2022-06-30,48250
JYP,2022-07-01,48000
JYP,2022-07-04,49550
JYP,2022-07-05,50200
JYP,2022-07-06,51900
JYP,2022-07-07,52600
JYP,2022-07-08,53400
JYP,2022-07-11,53500
JYP,2022-07-12,52400
JYP,2022-07-13,54800
JYP,2022-07-14,55300
JYP,2022-07-15,55100
JYP,2022-07-18,55100
JYP,2022-07-19,55800
JYP,2022-07-20,56500
JYP,2022-07-21,56500
JYP,2022-07-22,55700
JYP,2022-07-25,57100
JYP,2022-07-26,56000
JYP,2022-07-27,55200
JYP,2022-07-28,55400
JYP,2022-07-29,55500
JYP,2022-08-01,54900
JYP,2022-08-02,55400
JYP,2022-08-03,57900
JYP,2022-08-04,57300
JYP,2022-08-05,57000
JYP,2022-08-08,57400
JYP,2022-08-09,59200
JYP,2022-08-10,56800
JYP,2022-08-11,59100
JYP,2022-08-12,59000
JYP,2022-08-16,61200
JYP,2022-08-17,59300
JYP,2022-08-18,61000
JYP,2022-08-19,60000
JYP,2022-08-22,59200
JYP,2022-08-23,58400
JYP,2022-08-24,60400
JYP,2022-08-25,61700
JYP,2022-08-26,60700
JYP,2022-08-29,58900
JYP,2022-08-30,60300
JYP,2022-08-31,61100
JYP,2022-09-01,59600
JYP,2022-09-02,60900
JYP,2022-09-05,61400
JYP,2022-09-06,61500
JYP,2022-09-07,61600
JYP,2022-09-08,63000
JYP,2022-09-13,63000
JYP,2022-09-14,61100
JYP,2022-09-15,61600
JYP,2022-09-16,61700
JYP,2022-09-19,61300
JYP,2022-09-20,62300
JYP,2022-09-21,62400
JYP,2022-09-22,60400
JYP,2022-09-23,59800
JYP,2022-09-26,57100
JYP,2022-09-27,58400
JYP,2022-09-28,54700
JYP,2022-09-29,58100
JYP,2022-09-30,58800
JYP,2022-10-04,59600
JYP,2022-10-05,57100
JYP,2022-10-06,56700
JYP,2022-10-07,55700
JYP,2022-10-11,53300
JYP,2022-10-12,56500
JYP,2022-10-13,54600
JYP,2022-10-14,57000
JYP,2022-10-17,57400
JYP,2022-10-18,56800
JYP,2022-10-19,55100
JYP,2022-10-20,52900
JYP,2022-10-21,51800
JYP,2022-10-24,54300
JYP,2022-10-25,55300
JYP,2022-10-26,54100
JYP,2022-10-27,55400
JYP,2022-10-28,54800
JYP,2022-10-31,55500
JYP,2022-11-01,55500
JYP,2022-11-02,55500
JYP,2022-11-03,52900
JYP,2022-11-04,53000
JYP,2022-11-07,53200
JYP,2022-11-08,54800
JYP,2022-11-09,55300
JYP,2022-11-10,56000
JYP,2022-11-11,56800
JYP,2022-11-14,56800
JYP,2022-11-15,58200
JYP,2022-11-16,60300
JYP,2022-11-17,61500
JYP,2022-11-18,59500
JYP,2022-11-21,59400
JYP,2022-11-22,59100
JYP,2022-11-23,61200
JYP,2022-11-24,61700
JYP,2022-11-25,61600
JYP,2022-11-28,60300
JYP,2022-11-29,61200
JYP,2022-11-30,60600
JYP,2022-12-01,64600
JYP,2022-12-02,64500
JYP,2022-12-05,64200
JYP,2022-12-06,63800
JYP,2022-12-07,63300
JYP,2022-12-08,63400
JYP,2022-12-09,65000
JYP,2022-12-12,65100
JYP,2022-12-13,63800
JYP,2022-12-14,65300
JYP,2022-12-15,64200
JYP,2022-12-16,65200
JYP,2022-12-19,67500
JYP,2022-12-20,66300
JYP,2022-12-21,66200
JYP,2022-12-22,67900
JYP,2022-12-23,66900
JYP,2022-12-26,67300
JYP,2022-12-27,68200
JYP,2022-12-28,66900
JYP,2022-12-29,67800
SM,2018-01-02,34750
SM,2018-01-03,33500
SM,2018-01-04,33000
SM,2018-01-05,33700
SM,2018-01-08,33650
SM,2018-01-09,33700
SM,2018-01-10,35800
SM,2018-01-11,35650
SM,2018-01-12,35150
SM,2018-01-15,36650
SM,2018-01-16,36800
SM,2018-01-17,38500
SM,2018-01-18,38100
SM,2018-01-19,39150
SM,2018-01-22,39650
SM,2018-01-23,39300
SM,2018-01-24,39050
SM,2018-01-25,38200
SM,2018-01-26,39450
SM,2018-01-29,39600
SM,2018-01-30,38400
SM,2018-01-31,38600
SM,2018-02-01,39950
SM,2018-02-02,39100
SM,2018-02-05,38050
SM,2018-02-06,37650
SM,2018-02-07,36100
SM,2018-02-08,37200
SM,2018-02-09,36900
SM,2018-02-12,37150
SM,2018-02-13,36500
SM,2018-02-14,36900
SM,2018-02-19,37950
SM,2018-02-20,36950
SM,2018-02-21,37000
SM,2018-02-22,36400
SM,2018-02-23,36450
SM,2018-02-26,36550
SM,2018-02-27,36600
SM,2018-02-28,36750
SM,2018-03-02,38000
SM,2018-03-05,38000
SM,2018-03-06,38750
SM,2018-03-07,36700
SM,2018-03-08,36250
SM,2018-03-09,38250
SM,2018-03-12,41100
SM,2018-03-13,41700
SM,2018-03-14,41600
SM,2018-03-15,41800
SM,2018-03-16,42800
SM,2018-03-19,44400
SM,2018-03-20,45000
SM,2018-03-21,43900
SM,2018-03-22,44050
SM,2018-03-23,42700
SM,2018-03-26,46200
SM,2018-03-27,46500
SM,2018-03-28,46200
SM,2018-03-29,46550
SM,2018-03-30,45750
SM,2018-04-02,46500
SM,2018-04-03,47800
SM,2018-04-04,44800
SM,2018-04-05,42250
SM,2018-04-06,42300
SM,2018-04-09,41300
SM,2018-04-10,42500
SM,2018-04-11,41500
SM,2018-04-12,40100
SM,2018-04-13,40650
SM,2018-04-16,41400
SM,2018-04-17,41000
SM,2018-04-18,40600
SM,2018-04-19,38250
SM,2018-04-20,37800
SM,2018-04-23,36900
SM,2018-04-24,36550
SM,2018-04-25,37400
SM,2018-04-26,37450
SM,2018-04-27,36800
SM,2018-04-30,35750
SM,2018-05-02,34850
SM,2018-05-03,35200
SM,2018-05-04,35550
SM,2018-05-08,35200
SM,2018-05-09,35850
SM,2018-05-10,34300
SM,2018-05-11,34950
SM,2018-05-14,36400
SM,2018-05-15,39500
SM,2018-05-16,38600
SM,2018-05-17,38900
SM,2018-05-18,39000
SM,2018-05-21,39350
SM,2018-05-23,39300
SM,2018-05-24,40850
SM,2018-05-25,40850
SM,2018-05-28,40650
SM,2018-05-29,42000
SM,2018-05-30,41550
SM,2018-05-31,41550
SM,2018-06-01,42050
SM,2018-06-04,42100
SM,2018-06-05,40500
SM,2018-06-07,39150
SM,2018-06-08,39300
SM,2018-06-11,40400
SM,2018-06-12,40500
SM,2018-06-14,39850
SM,2018-06-15,40400
SM,2018-06-18,38550
SM,2018-06-19,38550
SM,2018-06-20,40350
SM,2018-06-21,41350
SM,2018-06-22,41800
SM,2018-06-25,42300
SM,2018-06-26,42450
SM,2018-06-27,41700
SM,2018-06-28,41000
SM,2018-06-29,41950
SM,2018-07-02,39650
SM,2018-07-03,41500
SM,2018-07-04,41800
SM,2018-07-05,41950
SM,2018-07-06,41550
SM,2018-07-09,42900
SM,2018-07-10,42500
SM,2018-07-11,41650
SM,2018-07-12,42600
SM,2018-07-13,43550
SM,2018-07-16,43900
SM,2018-07-17,42950
SM,2018-07-18,42850
SM,2018-07-19,40000
SM,2018-07-20,38800
SM,2018-07-23,37600
SM,2018-07-24,38250
SM,2018-07-25,38100
SM,2018-07-26,39750
SM,2018-07-27,40700
SM,2018-07-30,39300
SM,2018-07-31,38550
SM,2018-08-01,40500
SM,2018-08-02,39650
SM,2018-08-03,40450
SM,2018-08-06,40450
SM,2018-08-07,40250
SM,2018-08-08,40350
SM,2018-08-09,40900
SM,2018-08-10,41250
SM,2018-08-13,39850
SM,2018-08-14,41250
SM,2018-08-16,43850
SM,2018-08-17,43800
SM,2018-08-20,43800
SM,2018-08-21,45450
SM,2018-08-22,45950
SM,2018-08-23,46000
SM,2018-08-24,47350
SM,2018-08-27,49100
SM,2018-08-28,47300
SM,2018-08-29,47300
SM,2018-08-30,47700
SM,2018-08-31,48550
SM,2018-09-03,47950
SM,2018-09-04,48450
SM,2018-09-05,47800
SM,2018-09-06,48050
SM,2018-09-07,48900
SM,2018-09-10,46900
SM,2018-09-11,47850
SM,2018-09-12,48800
SM,2018-09-13,49600
SM,2018-09-14,49000
SM,2018-09-17,48500
SM,2018-09-18,47850
SM,2018-09-19,49200
SM,2018-09-20,48250
SM,2018-09-21,47850
SM,2018-09-27,50200
SM,2018-09-28,50500
SM,2018-10-01,52200
SM,2018-10-02,50100
SM,2018-10-04,50700
SM,2018-10-05,49600
SM,2018-10-08,47150
SM,2018-10-10,47050
SM,2018-10-11,45700
SM,2018-10-12,47250
SM,2018-10-15,47950
SM,2018-10-16,50500
SM,2018-10-17,51000
SM,2018-10-18,49850
SM,2018-10-19,51700
SM,2018-10-22,52600
SM,2018-10-23,51700
SM,2018-10-24,43900
SM,2018-10-25,44400
SM,2018-10-26,42950
SM,2018-10-29,42300
SM,2018-10-30,43600
SM,2018-10-31,43900
SM,2018-11-01,45050
SM,2018-11-02,47500
SM,2018-11-05,48300
SM,2018-11-06,47350
SM,2018-11-07,46500
SM,2018-11-08,45650
SM,2018-11-09,46650
SM,2018-11-12,46700
SM,2018-11-13,46500
SM,2018-11-14,49900
SM,2018-11-15,53800
SM,2018-11-16,54000
SM,2018-11-19,54000
SM,2018-11-20,55200
SM,2018-11-21,54500
SM,2018-11-22,53700
SM,2018-11-23,52800
SM,2018-11-26,55300
SM,2018-11-27,56100
SM,2018-11-28,55900
SM,2018-11-29,54000
SM,2018-11-30,53500
SM,2018-12-03,53600
SM,2018-12-04,53600
SM,2018-12-05,51300
SM,2018-12-06,50200
SM,2018-12-07,51300
SM,2018-12-10,51000
SM,2018-12-11,52500
SM,2018-12-12,52700
SM,2018-12-13,52800
SM,2018-12-14,50700
SM,2018-12-17,50500
SM,2018-12-18,49200
SM,2018-12-19,51500
SM,2018-12-20,50600
SM,2018-12-21,52300
SM,2018-12-24,52800
SM,2018-12-26,53900
SM,2018-12-27,52000
SM,2018-12-28,52300
SM,2019-01-02,51100
SM,2019-01-03,50400
SM,2019-01-04,52200
SM,2019-01-07,53600
SM,2019-01-08,52200
SM,2019-01-09,51200
SM,2019-01-10,51100
SM,2019-01-11,49950
SM,2019-01-14,50100
SM,2019-01-15,50800
SM,2019-01-16,49500
SM,2019-01-17,47200
SM,2019-01-18,47550
SM,2019-01-21,46300
SM,2019-01-22,47100
SM,2019-01-23,44400
SM,2019-01-24,44350
SM,2019-01-25,45500
SM,2019-01-28,45450
SM,2019-01-29,45000
SM,2019-01-30,46500
SM,2019-01-31,48050
SM,2019-02-01,47050
SM,2019-02-07,47000
SM,2019-02-08,46450
SM,2019-02-11,47750
SM,2019-02-12,46450
SM,2019-02-13,46750
SM,2019-02-14,46400
SM,2019-02-15,47350
SM,2019-02-18,46800
SM,2019-02-19,46550
SM,2019-02-20,48100
SM,2019-02-21,49900
SM,2019-02-22,48150
SM,2019-02-25,48150
SM,2019-02-26,47250
SM,2019-02-27,47100
SM,2019-02-28,46500
SM,2019-03-04,48000
SM,2019-03-05,46850
SM,2019-03-06,46950
SM,2019-03-07,44900
SM,2019-03-08,45300
SM,2019-03-11,40550
SM,2019-03-12,39050
SM,2019-03-13,39900
SM,2019-03-14,39200
SM,2019-03-15,37900
SM,2019-03-18,39500
SM,2019-03-19,39200
SM,2019-03-20,38950
SM,2019-03-21,38200
SM,2019-03-22,38750
SM,2019-03-25,38050
SM,2019-03-26,39150
SM,2019-03-27,38400
SM,2019-03-28,38650
SM,2019-03-29,39400
SM,2019-04-01,39350
SM,2019-04-02,40100
SM,2019-04-03,40850
SM,2019-04-04,40600
SM,2019-04-05,40500
SM,2019-04-08,40850
SM,2019-04-09,40100
SM,2019-04-10,40300
SM,2019-04-11,41000
SM,2019-04-12,41150
SM,2019-04-15,41400
SM,2019-04-16,41850
SM,2019-04-17,41900
SM,2019-04-18,41200
SM,2019-04-19,41000
SM,2019-04-22,41450
SM,2019-04-23,41300
SM,2019-04-24,41000
SM,2019-04-25,40400
SM,2019-04-26,40100
SM,2019-04-29,40350
SM,2019-04-30,41350
SM,2019-05-02,41500
SM,2019-05-03,42400
SM,2019-05-07,41550
SM,2019-05-08,40600
SM,2019-05-09,38200
SM,2019-05-10,38950
SM,2019-05-13,39050
SM,2019-05-14,40900
SM,2019-05-15,41400
SM,2019-05-16,41500
SM,2019-05-17,40850
SM,2019-05-20,41000
SM,2019-05-21,40050
SM,2019-05-22,39350
SM,2019-05-23,38800
SM,2019-05-24,38200
SM,2019-05-27,37600
SM,2019-05-28,37650
SM,2019-05-29,37650
SM,2019-05-30,42250
SM,2019-05-31,42800
SM,2019-06-03,43250
SM,2019-06-04,43600
SM,2019-06-05,45350
SM,2019-06-07,47800
SM,2019-06-10,47950
SM,2019-06-11,46800
SM,2019-06-12,45750
SM,2019-06-13,46750
SM,2019-06-14,45800
SM,2019-06-17,45500
SM,2019-06-18,44900
SM,2019-06-19,44200
SM,2019-06-20,44950
SM,2019-06-21,44600
SM,2019-06-24,43100
SM,2019-06-25,41850
SM,2019-06-26,41250
SM,2019-06-27,41300
SM,2019-06-28,41600
SM,2019-07-01,40250
SM,2019-07-02,40500
SM,2019-07-03,40000
SM,2019-07-04,39650
SM,2019-07-05,39800
SM,2019-07-08,38500
SM,2019-07-09,37800
SM,2019-07-10,38450
SM,2019-07-11,38350
SM,2019-07-12,38200
SM,2019-07-15,38250
SM,2019-07-16,37550
SM,2019-07-17,36400
SM,2019-07-18,35900
SM,2019-07-19,36750
SM,2019-07-22,35400
SM,2019-07-23,35500
SM,2019-07-24,35950
SM,2019-07-25,35150
SM,2019-07-26,35650
SM,2019-07-29,33800
SM,2019-07-30,34750
SM,2019-07-31,35400
SM,2019-08-01,32550
SM,2019-08-02,32400
SM,2019-08-05,29650
SM,2019-08-06,29500
SM,2019-08-07,29800
SM,2019-08-08,30850
SM,2019-08-09,30650
SM,2019-08-12,30050
SM,2019-08-13,29950
SM,2019-08-14,29800
SM,2019-08-16,28250
SM,2019-08-19,28750
SM,2019-08-20,29000
SM,2019-08-21,30350
SM,2019-08-22,29800
SM,2019-08-23,29000
SM,2019-08-26,27050
SM,2019-08-27,27950
SM,2019-08-28,29100
SM,2019-08-29,29100
SM,2019-08-30,29800
SM,2019-09-02,29900
SM,2019-09-03,30300
SM,2019-09-04,30500
SM,2019-09-05,30750
SM,2019-09-06,30400
SM,2019-09-09,31050
SM,2019-09-10,31750
SM,2019-09-11,31650
SM,2019-09-16,31950
SM,2019-09-17,31700
SM,2019-09-18,32200
SM,2019-09-19,31900
SM,2019-09-20,32450
SM,2019-09-23,32800
SM,2019-09-24,32300
SM,2019-09-25,31150
SM,2019-09-26,32850
SM,2019-09-27,33450
SM,2019-09-30,33300
SM,2019-10-01,35250
SM,2019-10-02,34600
SM,2019-10-04,34150
SM,2019-10-07,35500
SM,2019-10-08,35050
SM,2019-10-10,34300
SM,2019-10-11,34450
SM,2019-10-14,37250
SM,2019-10-15,37150
SM,2019-10-16,35650
SM,2019-10-17,36000
SM,2019-10-18,35300
SM,2019-10-21,34750
SM,2019-10-22,35650
SM,2019-10-23,35700
SM,2019-10-24,36000
SM,2019-10-25,35300
SM,2019-10-28,35400
SM,2019-10-29,35700
SM,2019-10-30,37050
SM,2019-10-31,37100
SM,2019-11-01,37400
SM,2019-11-04,37800
SM,2019-11-05,38450
SM,2019-11-06,38300
SM,2019-11-07,38350
SM,2019-11-08,38150
SM,2019-11-11,39400
SM,2019-11-12,38500
SM,2019-11-13,36950
SM,2019-11-14,39400
SM,2019-11-15,39100
SM,2019-11-18,39650
SM,2019-11-19,39300
SM,2019-11-20,39000
SM,2019-11-21,38000
SM,2019-11-22,38050
SM,2019-11-25,38550
SM,2019-11-26,38000
SM,2019-11-27,37950
SM,2019-11-28,36900
SM,2019-11-29,38400
SM,2019-12-02,38300
SM,2019-12-03,36700
SM,2019-12-04,36750
SM,2019-12-05,36950
SM,2019-12-06,37100
SM,2019-12-09,37050
SM,2019-12-10,36200
SM,2019-12-11,36200
SM,2019-12-12,36600
SM,2019-12-13,37000
SM,2019-12-16,36600
SM,2019-12-17,37050
SM,2019-12-18,36950
SM,2019-12-19,37050
SM,2019-12-20,37100
SM,2019-12-23,36700
SM,2019-12-24,36200
SM,2019-12-26,37200
SM,2019-12-27,37750
SM,2019-12-30,38450
SM,2020-01-02,37950
SM,2020-01-03,37200
SM,2020-01-06,35300
SM,2020-01-07,36200
SM,2020-01-08,35100
SM,2020-01-09,36400
SM,2020-01-10,35650
SM,2020-01-13,38850
SM,2020-01-14,38050
SM,2020-01-15,37700
SM,2020-01-16,37800
SM,2020-01-17,37700
SM,2020-01-20,37900
SM,2020-01-21,36000
SM,2020-01-22,36500
SM,2020-01-23,36000
SM,2020-01-28,32900
SM,2020-01-29,33600
SM,2020-01-30,33650
SM,2020-01-31,32850
SM,2020-02-03,33250
SM,2020-02-04,33950
SM,2020-02-05,33850
SM,2020-02-06,34350
SM,2020-02-07,33950
SM,2020-02-10,33500
SM,2020-02-11,34100
SM,2020-02-12,34250
SM,2020-02-13,34000
SM,2020-02-14,33950
SM,2020-02-17,34050
SM,2020-02-18,33400
SM,2020-02-19,33100
SM,2020-02-20,32550
SM,2020-02-21,31500
SM,2020-02-24,30000
SM,2020-02-25,31550
SM,2020-02-26,31050
SM,2020-02-27,30100
SM,2020-02-28,28450
SM,2020-03-02,29700
SM,2020-03-03,29600
SM,2020-03-04,29750
SM,2020-03-05,29700
SM,2020-03-06,28300
SM,2020-03-09,26400
SM,2020-03-10,26550
SM,2020-03-11,26100
SM,2020-03-12,23400
SM,2020-03-13,22550
SM,2020-03-16,21700
SM,2020-03-17,21400
SM,2020-03-18,20500
SM,2020-03-19,19000
SM,2020-03-20,19450
SM,2020-03-23,16700
SM,2020-03-24,18500
SM,2020-03-25,20450
SM,2020-03-26,20200
SM,2020-03-27,20500
SM,2020-03-30,20800
SM,2020-03-31,21050
SM,2020-04-01,20350
SM,2020-04-02,21300
SM,2020-04-03,21150
SM,2020-04-06,22450
SM,2020-04-07,22550
SM,2020-04-08,22700
SM,2020-04-09,23200
SM,2020-04-10,24600
SM,2020-04-13,24800
SM,2020-04-14,25500
SM,2020-04-16,26700
SM,2020-04-17,26700
SM,2020-04-20,26150
SM,2020-04-21,25500
SM,2020-04-22,25700
SM,2020-04-23,26000
SM,2020-04-24,25150
SM,2020-04-27,25600
SM,2020-04-28,27950
SM,2020-04-29,27700
SM,2020-05-04,27200
SM,2020-05-06,28350
SM,2020-05-07,28350
SM,2020-05-08,28350
SM,2020-05-11,27600
SM,2020-05-12,26700
SM,2020-05-13,26900
SM,2020-05-14,26900
SM,2020-05-15,26050
SM,2020-05-18,26050
SM,2020-05-19,28100
SM,2020-05-20,27700
SM,2020-05-21,27650
SM,2020-05-22,27000
SM,2020-05-25,27000
SM,2020-05-26,27400
SM,2020-05-27,27450
SM,2020-05-28,26400
SM,2020-05-29,26000
SM,2020-06-01,26900
SM,2020-06-02,27200
SM,2020-06-03,27250
SM,2020-06-04,26850
SM,2020-06-05,27150
SM,2020-06-08,27900
SM,2020-06-09,27950
SM,2020-06-10,27500
SM,2020-06-11,26650
SM,2020-06-12,25500
SM,2020-06-15,23400
SM,2020-06-16,24200
SM,2020-06-17,24150
SM,2020-06-18,23500
SM,2020-06-19,23650
SM,2020-06-22,23150
SM,2020-06-23,23150
SM,2020-06-24,23500
SM,2020-06-25,22600
SM,2020-06-26,22800
SM,2020-06-29,21950
SM,2020-06-30,24250
SM,2020-07-01,24000
SM,2020-07-02,26650
SM,2020-07-03,28550
SM,2020-07-06,28600
SM,2020-07-07,29400
SM,2020-07-08,31500
SM,2020-07-09,31500
SM,2020-07-10,32500
SM,2020-07-13,32950
SM,2020-07-14,33650
SM,2020-07-15,32700
SM,2020-07-16,32000
SM,2020-07-17,33350
SM,2020-07-20,33750
SM,2020-07-21,32750
SM,2020-07-22,31000
SM,2020-07-23,31100
SM,2020-07-24,30200
SM,2020-07-27,31100
SM,2020-07-28,30200
SM,2020-07-29,30400
SM,2020-07-30,30250
SM,2020-07-31,31250
SM,2020-08-03,32500
SM,2020-08-04,33150
SM,2020-08-05,33100
SM,2020-08-06,33800
SM,2020-08-07,34400
SM,2020-08-10,34950
SM,2020-08-11,34850
SM,2020-08-12,34150
SM,2020-08-13,35750
SM,2020-08-14,35900
SM,2020-08-18,35500
SM,2020-08-19,39100
SM,2020-08-20,37600
SM,2020-08-21,35900
SM,2020-08-24,35950
SM,2020-08-25,36400
SM,2020-08-26,36050
SM,2020-08-27,34350
SM,2020-08-28,35050
SM,2020-08-31,34400
SM,2020-09-01,35750
SM,2020-09-02,37300
SM,2020-09-03,38850
SM,2020-09-04,38700
SM,2020-09-07,38600
SM,2020-09-08,39300
SM,2020-09-09,38500
SM,2020-09-10,37950
SM,2020-09-11,37800
SM,2020-09-14,37400
SM,2020-09-15,37650
SM,2020-09-16,37500
SM,2020-09-17,36100
SM,2020-09-18,35950
SM,2020-09-21,35000
SM,2020-09-22,34600
SM,2020-09-23,35350
SM,2020-09-24,33750
SM,2020-09-25,33650
SM,2020-09-28,35900
SM,2020-09-29,35800
SM,2020-10-05,33900
SM,2020-10-06,33850
SM,2020-10-07,33950
SM,2020-10-08,33350
SM,2020-10-12,33400
SM,2020-10-13,34300
SM,2020-10-14,34150
SM,2020-10-15,31850
SM,2020-10-16,30850
SM,2020-10-19,30400
SM,2020-10-20,30400
SM,2020-10-21,31200
SM,2020-10-22,29850
SM,2020-10-23,29600
SM,2020-10-26,28750
SM,2020-10-27,29000
SM,2020-10-28,30100
SM,2020-10-29,29800
SM,2020-10-30,28800
SM,2020-11-02,29250
SM,2020-11-03,29650
SM,2020-11-04,30000
SM,2020-11-05,31050
SM,2020-11-06,30350
SM,2020-11-09,30650
SM,2020-11-10,31600
SM,2020-11-11,31650
SM,2020-11-12,32200
SM,2020-11-13,32000
SM,2020-11-16,32400
SM,2020-11-17,30500
SM,2020-11-18,30600
SM,2020-11-19,29900
SM,2020-11-20,30450
SM,2020-11-23,30300
SM,2020-11-24,30200
SM,2020-11-25,29900
SM,2020-11-26,30100
SM,2020-11-27,30000
SM,2020-11-30,29700
SM,2020-12-01,29950
SM,2020-12-02,29900
SM,2020-12-03,31250
SM,2020-12-04,30250
SM,2020-12-07,29700
SM,2020-12-08,30000
SM,2020-12-09,30350
SM,2020-12-10,30050
SM,2020-12-11,30100
SM,2020-12-14,29750
SM,2020-12-15,29600
SM,2020-12-16,29550
SM,2020-12-17,29200
SM,2020-12-18,29150
SM,2020-12-21,28800
SM,2020-12-22,28100
SM,2020-12-23,28400
SM,2020-12-24,28950
SM,2020-12-28,29400
SM,2020-12-29,29450
SM,2020-12-30,29750
SM,2021-01-04,29550
SM,2021-01-05,29250
SM,2021-01-06,29000
SM,2021-01-07,29200
SM,2021-01-08,29900
SM,2021-01-11,29000
SM,2021-01-12,28950
SM,2021-01-13,30650
SM,2021-01-14,30900
SM,2021-01-15,29900
SM,2021-01-18,29550
SM,2021-01-19,30300
SM,2021-01-20,31300
SM,2021-01-21,31250
SM,2021-01-22,32400
SM,2021-01-25,33750
SM,2021-01-26,32900
SM,2021-01-27,32600
SM,2021-01-28,31800
SM,2021-01-29,30600
SM,2021-02-01,30900
SM,2021-02-02,31400
SM,2021-02-03,31300
SM,2021-02-04,30700
SM,2021-02-05,30250
SM,2021-02-08,30450
SM,2021-02-09,30050
SM,2021-02-10,30800
SM,2021-02-15,30750
SM,2021-02-16,31300
SM,2021-02-17,30900
SM,2021-02-18,30600
SM,2021-02-19,30450
SM,2021-02-22,29950
SM,2021-02-23,30300
SM,2021-02-24,30000
SM,2021-02-25,30600
SM,2021-02-26,30050
SM,2021-03-02,30200
SM,2021-03-03,32200
SM,2021-03-04,32200
SM,2021-03-05,32800
SM,2021-03-08,31700
SM,2021-03-09,30900
SM,2021-03-10,30200
SM,2021-03-11,31800
SM,2021-03-12,30600
SM,2021-03-15,30250
SM,2021-03-16,30350
SM,2021-03-17,30100
SM,2021-03-18,30150
SM,2021-03-19,30200
SM,2021-03-22,30050
SM,2021-03-23,29650
SM,2021-03-24,29750
SM,2021-03-25,29850
SM,2021-03-26,29800
SM,2021-03-29,29450
SM,2021-03-30,29550
SM,2021-03-31,29600
SM,2021-04-01,29950
SM,2021-04-02,29700
SM,2021-04-05,29650
SM,2021-04-06,29850
SM,2021-04-07,30700
SM,2021-04-08,30350
SM,2021-04-09,30200
SM,2021-04-12,30400
SM,2021-04-13,30400
SM,2021-04-14,30450
SM,2021-04-15,30750
SM,2021-04-16,30800
SM,2021-04-19,30400
SM,2021-04-20,30400
SM,2021-04-21,29950
SM,2021-04-22,29950
SM,2021-04-23,29700
SM,2021-04-26,30000
SM,2021-04-27,30650
SM,2021-04-28,30350
SM,2021-04-29,30150
SM,2021-04-30,30200
SM,2021-05-03,29800
SM,2021-05-04,29550
